,SO2,NO,NO2,O3,VEL,DIR,TEM,HUM,PRE,RAD,LLU,PM10,date,estacion,hora
1397,0.15,0.05,0.8,75.35,1.33,42.86,10.32,86.12,913.0,6.64,0.0,0.0,2024-11-04 00:10:00,1,01:20
1398,0.14,0.08,0.86,67.86,2.08,304.92,9.33,94.05,913.0,6.81,0.0,0.0,2024-11-04 00:10:00,1,01:30
1399,0.22,0.08,1.04,65.35,1.46,281.34,9.12,99.29,913.0,6.71,0.0,0.0,2024-11-04 00:10:00,1,01:40
1400,0.21,0.03,0.99,67.06,0.49,299.44,9.04,100.0,913.0,6.56,0.0,0.0,2024-11-04 00:10:00,1,01:50
1401,0.22,0.03,1.01,65.32,0.06,315.96,9.06,100.0,913.0,6.29,0.0,0.0,2024-11-04 00:10:00,1,02:00
1402,0.25,0.02,0.9,64.19,0.0,12.76,9.0,100.0,913.0,6.35,0.0,0.0,2024-11-04 00:10:00,1,02:10
1403,0.21,0.07,0.99,57.39,0.35,98.86,8.91,100.0,913.0,6.35,0.0,0.0,2024-11-04 00:10:00,1,02:20
1404,0.19,0.03,0.97,56.55,1.06,128.37,8.89,100.0,913.0,6.32,0.0,0.0,2024-11-04 00:10:00,1,02:30
1405,0.19,0.07,0.97,56.03,0.65,125.1,8.88,100.0,913.0,6.27,0.0,0.0,2024-11-04 00:10:00,1,02:40
1406,0.12,0.03,0.98,56.7,0.0,134.28,8.89,100.0,913.0,6.33,0.0,0.0,2024-11-04 00:10:00,1,02:50
1407,0.29,0.11,1.03,57.22,0.0,24.44,8.51,100.0,912.0,6.57,0.0,0.0,2024-11-04 00:10:00,1,03:00
1408,0.15,0.03,0.99,59.81,0.0,321.63,8.48,100.0,912.0,6.36,0.0,0.0,2024-11-04 00:10:00,1,03:10
1409,0.16,0.04,0.98,60.61,0.0,185.13,8.52,100.0,913.0,6.39,0.0,0.0,2024-11-04 00:10:00,1,03:20
1410,0.21,0.13,0.83,57.8,0.0,156.29,8.61,100.0,912.0,6.28,0.0,0.0,2024-11-04 00:10:00,1,03:30
1411,0.18,0.07,0.97,55.29,0.0,273.95,8.62,100.0,912.0,6.38,0.0,0.0,2024-11-04 00:10:00,1,03:40
1412,0.22,0.03,0.8,61.77,0.6,261.55,8.85,100.0,912.0,6.23,0.0,0.0,2024-11-04 00:10:00,1,03:50
1413,0.22,0.03,0.82,56.91,0.03,295.42,8.92,100.0,912.0,6.32,0.0,0.0,2024-11-04 00:10:00,1,04:00
1414,0.21,0.05,0.94,48.06,0.18,215.69,8.84,100.0,912.0,6.3,0.0,0.0,2024-11-04 00:10:00,1,04:10
1415,0.26,0.05,0.88,45.08,0.19,136.96,8.54,100.0,912.0,6.36,0.0,0.0,2024-11-04 00:10:00,1,04:20
1416,0.18,0.02,1.09,52.29,0.0,189.54,8.64,100.0,912.0,6.3,0.0,0.0,2024-11-04 00:10:00,1,04:30
1417,0.23,0.03,1.04,53.59,0.07,293.22,8.6,100.0,913.0,6.56,0.0,0.0,2024-11-04 00:10:00,1,04:40
1418,0.13,0.02,0.89,60.07,0.2,254.67,9.06,100.0,913.0,6.34,0.0,0.0,2024-11-04 00:10:00,1,04:50
1419,0.19,0.02,0.72,65.39,0.95,197.28,9.6,100.0,913.0,6.25,0.0,0.0,2024-11-04 00:10:00,1,05:00
1420,0.12,0.02,0.56,71.9,2.14,192.61,9.86,100.0,913.0,6.42,0.0,0.0,2024-11-04 00:10:00,1,05:10
1421,0.15,0.01,0.55,71.13,1.53,182.35,9.88,100.0,913.0,6.64,0.0,0.0,2024-11-04 00:10:00,1,05:20
1422,0.23,0.03,0.48,68.29,1.54,175.19,9.7,100.0,913.0,6.4,0.0,0.0,2024-11-04 00:10:00,1,05:30
1423,0.18,0.07,0.61,66.93,1.43,167.14,9.54,100.0,913.0,6.37,0.0,0.0,2024-11-04 00:10:00,1,05:40
1424,0.15,0.08,0.63,64.9,1.47,161.59,9.45,100.0,913.0,6.38,0.0,0.0,2024-11-04 00:10:00,1,05:50
1425,0.19,0.06,0.6,68.98,0.52,191.98,9.48,100.0,913.0,6.56,0.0,0.0,2024-11-04 00:10:00,1,06:00
1426,0.16,0.1,0.87,63.2,0.0,344.24,9.18,100.0,913.0,6.7,0.0,0.0,2024-11-04 00:10:00,1,06:10
1427,0.14,0.05,1.09,60.27,0.0,276.67,8.86,100.0,913.0,6.56,0.0,0.0,2024-11-04 00:10:00,1,06:20
1428,0.24,0.07,0.9,55.75,0.0,117.16,8.96,100.0,913.0,6.46,0.0,0.0,2024-11-04 00:10:00,1,06:30
1429,0.18,0.04,0.89,61.6,0.0,224.57,8.68,100.0,913.0,5.91,0.0,0.0,2024-11-04 00:10:00,1,06:40
1430,0.19,0.01,0.96,51.79,0.0,305.3,8.53,100.0,913.0,3.37,0.0,0.0,2024-11-04 00:10:00,1,06:50
1431,0.11,0.02,0.78,59.65,0.0,101.04,8.69,100.0,913.0,3.28,0.0,0.0,2024-11-04 00:10:00,1,07:00
1432,0.18,0.03,0.71,64.25,0.03,277.25,9.04,100.0,913.0,12.03,0.0,0.0,2024-11-04 00:10:00,1,07:10
1433,0.12,0.68,2.23,30.21,0.46,287.52,9.29,100.0,913.0,17.67,0.0,0.0,2024-11-04 00:10:00,1,07:20
1434,0.2,1.12,3.0,22.71,0.05,124.31,9.4,100.0,913.0,22.79,0.0,0.0,2024-11-04 00:10:00,1,07:30
1435,0.24,0.88,2.81,21.33,0.0,120.67,9.03,100.0,913.0,38.26,0.0,0.0,2024-11-04 00:10:00,1,07:40
1436,0.21,0.15,0.41,-0.22,0.0,311.25,9.07,100.0,913.0,52.08,0.0,0.0,2024-11-04 00:10:00,1,07:50
1437,0.06,0.03,0.03,0.66,0.27,71.08,9.49,100.0,914.0,77.18,0.0,0.0,2024-11-04 00:10:00,1,08:00
1438,0.11,0.03,0.03,0.41,0.04,227.61,11.61,100.0,914.0,115.25,0.0,0.0,2024-11-04 00:10:00,1,08:10
1439,0.22,0.03,0.14,0.0,0.0,307.26,12.31,99.91,914.0,101.01,0.0,0.0,2024-11-04 00:10:00,1,08:20
1440,73.69,0.1,0.03,0.0,0.0,273.61,11.33,98.97,914.0,97.96,0.0,0.0,2024-11-04 00:10:00,1,08:30
1441,90.2,0.15,0.03,0.0,0.19,124.53,11.4,98.39,914.0,119.22,0.0,0.0,2024-11-04 00:10:00,1,08:40
1442,106.24,0.15,0.02,0.0,0.04,84.93,11.32,96.16,914.0,137.26,0.0,0.0,2024-11-04 00:10:00,1,08:50
1443,27.03,21.21,1.15,0.0,0.16,94.8,11.3,94.07,914.0,103.1,0.0,0.0,2024-11-04 00:10:00,1,09:00
1444,0.92,32.26,0.38,0.0,0.32,112.58,11.27,91.83,914.0,101.73,0.0,0.0,2024-11-04 00:10:00,1,09:10
1445,0.72,32.19,0.33,0.0,1.23,103.96,11.36,91.5,914.0,133.81,0.0,0.0,2024-11-04 00:10:00,1,09:20
1446,0.42,14.89,31.39,0.0,1.27,104.8,11.66,90.3,914.0,204.42,0.0,0.0,2024-11-04 00:10:00,1,09:30
1447,0.42,8.7,50.01,0.0,1.89,92.7,12.36,85.21,914.0,306.37,0.0,0.0,2024-11-04 00:10:00,1,09:40
1448,0.36,8.47,48.59,0.0,0.8,28.64,13.01,82.42,914.0,213.0,0.0,0.0,2024-11-04 00:10:00,1,09:50
1449,0.3,4.71,48.31,0.0,0.75,294.99,12.71,84.63,914.0,120.06,0.0,0.0,2024-11-04 00:10:00,1,10:00
1450,0.24,0.36,48.31,362.9,0.88,208.19,12.55,84.12,915.0,115.78,0.0,0.0,2024-11-04 00:10:00,1,10:10
1451,0.17,0.71,48.31,398.79,1.66,155.27,12.54,82.58,915.0,155.85,0.0,0.0,2024-11-04 00:10:00,1,10:20
1452,0.21,0.41,48.31,367.81,1.47,221.22,12.56,84.48,915.0,240.05,0.0,0.0,2024-11-04 00:10:00,1,10:30
1453,0.31,0.84,48.31,20.74,0.92,240.86,13.43,83.12,915.0,344.45,0.0,0.0,2024-11-04 00:10:00,1,10:40
1454,0.23,1.17,48.31,59.36,2.94,121.92,13.46,76.93,915.0,286.69,0.0,0.0,2024-11-04 00:10:00,1,10:50
1455,0.22,0.37,48.31,57.83,1.93,96.17,13.36,79.96,915.0,301.37,0.0,0.0,2024-11-04 00:10:00,1,11:00
1456,0.23,0.24,48.31,53.34,2.44,111.02,13.3,81.29,915.0,304.63,0.0,0.0,2024-11-04 00:10:00,1,11:10
1457,0.17,0.17,48.31,61.14,1.84,131.73,13.26,80.11,915.0,181.53,0.0,0.0,2024-11-04 00:10:00,1,11:20
1458,0.19,0.13,48.31,73.1,1.18,165.42,13.55,74.06,915.0,238.8,0.0,0.0,2024-11-04 00:10:00,1,11:30
1459,0.19,0.04,48.31,73.92,1.65,146.74,14.2,71.75,914.0,496.61,0.0,0.0,2024-11-04 00:10:00,1,11:40
1460,0.23,0.05,48.31,75.33,2.12,126.46,15.17,69.03,914.0,645.57,0.0,0.0,2024-11-04 00:10:00,1,11:50
1461,0.2,0.1,48.31,79.22,2.23,110.06,15.52,64.64,914.0,550.11,0.0,0.0,2024-11-04 00:10:00,1,12:00
1462,0.18,0.03,48.31,82.94,2.22,163.14,15.49,62.58,914.0,353.91,0.0,0.0,2024-11-04 00:10:00,1,12:10
1463,0.23,0.04,48.31,83.16,1.61,197.97,15.65,61.68,914.0,366.54,0.0,0.0,2024-11-04 00:10:00,1,12:20
1464,0.23,0.03,48.31,80.47,2.67,168.2,14.91,63.83,914.0,271.51,0.0,0.0,2024-11-04 00:10:00,1,12:30
1465,0.26,0.03,48.31,74.73,1.8,209.63,14.54,68.55,914.0,254.43,0.0,0.0,2024-11-04 00:10:00,1,12:40
1466,0.19,0.05,48.31,73.54,2.13,180.08,14.24,70.04,914.0,255.36,0.0,0.0,2024-11-04 00:10:00,1,12:50
1467,0.25,0.04,48.31,72.31,2.32,169.37,14.5,70.0,914.0,304.19,0.0,0.0,2024-11-04 00:10:00,1,13:00
1468,0.18,0.01,48.31,71.79,2.88,176.38,14.88,69.31,914.0,359.03,0.0,0.0,2024-11-04 00:10:00,1,13:10
1469,0.17,0.04,48.31,70.28,2.34,157.52,14.68,70.67,914.0,289.81,0.0,0.0,2024-11-04 00:10:00,1,13:20
1470,0.14,0.04,48.31,68.49,2.73,145.57,14.6,72.49,914.0,351.04,0.0,0.0,2024-11-04 00:10:00,1,13:30
1471,0.12,0.03,48.31,69.39,2.41,148.97,14.66,71.58,914.0,236.57,0.0,0.0,2024-11-04 00:10:00,1,13:40
1472,0.27,0.04,48.31,71.76,2.86,132.85,14.23,71.94,914.0,132.37,0.0,0.0,2024-11-04 00:10:00,1,13:50
1473,0.15,0.09,48.31,75.46,1.87,126.48,15.23,70.0,914.0,237.11,0.0,0.0,2024-11-04 00:10:00,1,14:00
1474,0.15,0.1,48.31,80.01,1.97,147.55,15.45,65.82,914.0,98.01,0.0,0.0,2024-11-04 00:10:00,1,14:10
1475,0.19,0.07,48.31,80.3,1.51,155.91,15.94,66.32,914.0,62.22,0.0,0.0,2024-11-04 00:10:00,1,14:20
1476,0.27,0.09,48.31,82.57,1.92,166.87,15.59,65.0,914.0,81.55,0.0,0.0,2024-11-04 00:10:00,1,14:30
1477,0.21,0.06,48.31,82.87,0.64,183.61,15.19,65.52,914.0,81.62,0.0,0.0,2024-11-04 00:10:00,1,14:40
1478,0.23,0.12,48.31,76.43,0.86,148.64,14.72,69.02,914.0,92.58,0.0,0.0,2024-11-04 00:10:00,1,14:50
1479,0.21,0.15,48.31,77.24,1.41,120.5,15.16,69.31,914.0,113.9,0.0,0.0,2024-11-04 00:10:00,1,15:00
1480,0.32,0.05,48.31,79.39,1.45,140.87,14.84,68.04,914.0,74.65,0.0,0.0,2024-11-04 00:10:00,1,15:10
1481,0.22,0.04,48.31,79.95,1.02,155.39,14.58,68.47,914.0,74.73,0.0,0.0,2024-11-04 00:10:00,1,15:20
1482,0.19,0.12,48.31,78.46,0.95,149.55,14.4,68.51,914.0,80.59,0.0,0.0,2024-11-04 00:10:00,1,15:30
1483,0.25,0.07,48.31,79.22,1.56,156.83,14.24,68.81,914.0,78.93,0.0,0.0,2024-11-04 00:10:00,1,15:40
1484,0.12,0.03,48.31,78.63,0.65,155.68,14.08,69.16,914.0,54.82,0.0,0.0,2024-11-04 00:10:00,1,15:50
1485,0.19,0.04,48.31,74.48,0.13,127.21,13.91,70.29,914.0,44.7,0.0,0.0,2024-11-04 00:10:00,1,16:00
1486,0.21,0.04,48.31,74.34,0.22,118.78,13.74,71.59,914.0,35.07,0.0,0.0,2024-11-04 00:10:00,1,16:10
1487,0.18,0.04,48.31,74.32,0.02,337.76,13.66,73.09,914.0,32.88,0.0,0.0,2024-11-04 00:10:00,1,16:20
1488,0.15,0.03,48.31,69.26,0.01,274.26,13.6,73.61,914.0,26.42,0.0,0.0,2024-11-04 00:10:00,1,16:30
1489,0.21,0.01,48.31,71.55,0.0,281.21,13.47,74.81,914.0,23.34,0.0,0.0,2024-11-04 00:10:00,1,16:40
1490,0.22,0.02,48.31,70.04,0.0,227.69,13.36,75.91,914.0,15.51,0.0,0.0,2024-11-04 00:10:00,1,16:50
1491,0.17,0.05,48.31,68.35,0.0,175.06,13.28,76.76,914.0,6.38,0.0,0.0,2024-11-04 00:10:00,1,17:00
1492,0.12,0.04,48.31,72.5,0.0,266.33,13.05,77.51,914.0,3.05,0.0,0.0,2024-11-04 00:10:00,1,17:10
1493,0.12,0.05,48.31,73.32,0.0,148.7,12.94,78.76,914.0,5.2,0.0,0.0,2024-11-04 00:10:00,1,17:20
1494,0.23,0.03,48.31,71.25,0.0,135.17,12.77,79.39,914.0,6.13,0.0,0.0,2024-11-04 00:10:00,1,17:30
1495,0.24,0.03,48.31,73.16,0.0,223.12,12.93,79.57,914.0,6.35,0.0,0.0,2024-11-04 00:10:00,1,17:40
1496,0.16,0.04,48.31,63.97,0.0,127.32,12.52,81.65,914.0,6.35,0.0,0.0,2024-11-04 00:10:00,1,17:50
1497,0.19,0.08,48.31,76.3,0.0,183.78,12.94,79.89,914.0,6.3,0.0,0.0,2024-11-04 00:10:00,1,18:00
1498,0.12,0.03,48.31,72.5,0.0,178.09,13.18,78.02,914.0,6.27,0.0,0.0,2024-11-04 00:10:00,1,18:10
1499,0.13,0.03,48.31,68.43,0.06,142.29,12.87,78.34,914.0,6.59,0.0,0.0,2024-11-04 00:10:00,1,18:20
1500,0.21,0.08,48.31,74.38,0.0,204.19,12.7,79.98,915.0,6.74,0.0,0.0,2024-11-04 00:10:00,1,18:30
1501,0.14,0.03,48.31,73.79,0.0,258.81,12.92,80.0,915.0,6.66,0.0,0.0,2024-11-04 00:10:00,1,18:40
1502,0.16,0.04,48.31,72.8,0.0,180.12,13.03,79.18,915.0,6.4,0.0,0.0,2024-11-04 00:10:00,1,18:50
1503,0.17,0.04,48.31,69.67,0.03,188.11,12.87,79.0,915.0,6.49,0.0,0.0,2024-11-04 00:10:00,1,19:00
1504,0.13,0.03,48.31,75.55,0.44,233.68,12.82,78.29,915.0,6.87,0.0,0.0,2024-11-04 00:10:00,1,19:10
1505,0.14,0.04,48.31,76.3,0.11,223.49,12.87,78.0,915.0,6.97,0.0,0.0,2024-11-04 00:10:00,1,19:20
1506,0.25,0.02,48.31,75.92,0.25,211.71,12.74,79.95,915.0,6.91,0.0,0.0,2024-11-04 00:10:00,1,19:30
1507,0.25,0.04,48.31,68.73,0.08,165.4,12.56,81.0,915.0,6.38,0.0,0.0,2024-11-04 00:10:00,1,19:40
1508,0.16,0.05,48.31,71.32,0.0,45.47,12.03,82.22,915.0,6.87,0.0,0.0,2024-11-04 00:10:00,1,19:50
1509,0.24,0.05,48.31,68.15,0.24,86.28,11.53,84.87,915.0,6.61,0.0,0.0,2024-11-04 00:10:00,1,20:00
1510,0.18,0.04,48.31,69.76,0.57,103.02,11.81,85.95,915.0,6.52,0.0,0.0,2024-11-04 00:10:00,1,20:10
1511,0.18,0.03,48.31,72.57,0.01,132.98,11.68,85.0,915.0,6.6,0.0,0.0,2024-11-04 00:10:00,1,20:20
1512,0.22,0.02,48.31,72.56,0.0,90.72,11.73,83.68,915.0,6.47,0.0,0.0,2024-11-04 00:10:00,1,20:30
1513,0.21,0.06,48.31,74.7,0.01,101.15,11.54,84.97,915.0,6.71,0.0,0.0,2024-11-04 00:10:00,1,20:40
1514,0.26,0.06,48.31,71.56,0.0,66.29,11.64,85.38,915.0,6.36,0.0,0.0,2024-11-04 00:10:00,1,20:50
1515,0.22,0.06,48.31,68.04,0.0,292.25,11.64,84.4,915.0,6.11,0.0,0.0,2024-11-04 00:10:00,1,21:00
1516,0.15,0.02,48.31,67.98,0.55,93.35,11.41,84.7,915.0,6.32,0.0,0.0,2024-11-04 00:10:00,1,21:10
1517,0.21,0.07,48.31,65.17,0.59,109.55,11.37,84.99,915.0,6.4,0.0,0.0,2024-11-04 00:10:00,1,21:20
1518,0.19,0.04,48.31,65.18,0.31,111.98,11.44,85.0,915.0,6.53,0.0,0.0,2024-11-04 00:10:00,1,21:30
1519,0.17,0.03,48.31,65.09,0.45,134.3,11.3,85.85,915.0,6.57,0.0,0.0,2024-11-04 00:10:00,1,21:40
1520,0.26,0.01,48.31,69.89,0.09,93.55,11.49,84.59,915.0,6.3,0.0,0.0,2024-11-04 00:10:00,1,21:50
1521,0.22,0.08,48.31,69.05,0.29,167.49,11.42,81.78,915.0,6.4,0.0,0.0,2024-11-04 00:10:00,1,22:00
1522,0.16,0.08,48.31,67.82,0.74,175.58,11.48,81.15,915.0,6.48,0.0,0.0,2024-11-04 00:10:00,1,22:10
1523,0.25,0.01,48.31,76.36,1.54,176.98,11.45,80.12,915.0,6.33,0.0,0.0,2024-11-04 00:10:00,1,22:20
1524,0.22,0.03,48.31,83.17,1.97,189.72,11.76,78.66,915.0,6.4,0.0,0.0,2024-11-04 00:10:00,1,22:30
1525,0.23,0.09,48.31,84.54,1.71,212.45,11.93,75.75,915.0,6.6,0.0,0.0,2024-11-04 00:10:00,1,22:40
1526,0.14,0.05,48.31,86.91,2.36,209.56,12.1,72.93,915.0,6.69,0.0,0.0,2024-11-04 00:10:00,1,22:50
1527,0.22,0.03,48.31,86.04,1.84,201.37,11.93,74.17,915.0,6.7,0.0,0.0,2024-11-04 00:10:00,1,23:00
1528,,,,,,,,,,,,,2024-11-04 00:10:00,1,
1529,0.15,0.41,0.37,62.27,2.16,37.48,10.13,86.69,871.0,12.0,0.0,0.0,2024-11-04 00:10:00,7,00:10
1530,0.23,0.36,0.34,62.51,2.31,43.96,10.06,86.79,871.0,12.0,0.0,0.0,2024-11-04 00:10:00,7,00:20
1531,0.26,0.25,0.33,64.0,2.14,46.37,10.36,83.73,871.0,12.0,0.0,0.0,2024-11-04 00:10:00,7,00:30
1532,0.28,0.27,0.48,63.46,1.74,40.32,10.49,81.63,871.0,12.0,0.0,0.0,2024-11-04 00:10:00,7,00:40
1533,0.15,0.2,0.37,65.13,1.76,40.33,10.57,80.41,871.0,12.0,0.0,0.0,2024-11-04 00:10:00,7,00:50
1534,0.23,0.23,0.3,65.29,1.7,39.75,10.53,80.08,871.0,12.0,0.0,0.0,2024-11-04 00:10:00,7,01:00
1535,0.29,0.23,0.35,66.13,0.67,349.77,10.57,78.29,871.0,11.93,0.0,0.0,2024-11-04 00:10:00,7,01:10
1536,0.29,0.36,0.35,56.94,0.08,68.52,10.35,78.54,871.0,11.54,0.0,0.0,2024-11-04 00:10:00,7,01:20
1537,0.29,0.49,0.49,51.3,0.07,341.53,10.41,81.79,871.0,11.95,0.0,0.0,2024-11-04 00:10:00,7,01:30
1538,0.41,0.39,0.72,60.07,0.16,25.27,10.26,80.31,871.0,12.0,0.0,0.0,2024-11-04 00:10:00,7,01:40
1539,0.5,0.36,0.45,60.12,0.76,34.47,10.23,80.14,871.0,11.99,0.0,0.0,2024-11-04 00:10:00,7,01:50
1540,0.4,0.35,0.35,63.0,1.13,39.92,10.48,79.98,871.0,12.0,0.0,0.0,2024-11-04 00:10:00,7,02:00
1541,0.25,0.49,0.33,57.43,0.38,37.49,10.52,78.51,871.0,11.97,0.0,0.0,2024-11-04 00:10:00,7,02:10
1542,0.28,0.59,0.44,53.75,0.0,356.14,10.3,78.63,871.0,11.82,0.0,0.0,2024-11-04 00:10:00,7,02:20
1543,0.3,0.33,0.48,60.51,0.04,0.86,10.22,79.27,871.0,11.99,0.0,0.0,2024-11-04 00:10:00,7,02:30
1544,0.3,0.39,0.45,59.02,0.42,71.85,10.4,80.18,871.0,11.97,0.0,0.0,2024-11-04 00:10:00,7,02:40
1545,0.43,0.35,0.4,60.57,0.49,55.44,10.57,78.21,871.0,11.94,0.0,0.0,2024-11-04 00:10:00,7,02:50
1546,0.26,0.19,0.29,65.43,1.94,310.76,10.23,79.99,871.0,12.0,0.0,0.0,2024-11-04 00:10:00,7,03:00
1547,0.25,0.34,0.18,62.27,1.23,309.53,9.87,83.31,871.0,12.0,0.0,0.0,2024-11-04 00:10:00,7,03:10
1548,0.31,0.43,0.84,52.25,0.04,308.87,9.59,88.26,871.0,11.98,0.0,0.0,2024-11-04 00:10:00,7,03:20
1549,0.36,0.52,0.95,51.54,0.0,309.87,9.69,91.2,871.0,12.0,0.0,0.0,2024-11-04 00:10:00,7,03:30
1550,0.3,0.53,0.98,52.84,0.05,311.18,9.73,89.8,871.0,12.0,0.0,0.0,2024-11-04 00:10:00,7,03:40
1551,0.21,0.54,0.85,53.7,0.89,351.77,9.89,86.09,871.0,12.0,0.0,0.0,2024-11-04 00:10:00,7,03:50
1552,0.26,0.63,0.54,54.59,0.03,99.38,10.23,84.09,871.0,12.0,0.0,0.0,2024-11-04 00:10:00,7,04:00
1553,0.14,0.48,0.64,51.13,0.0,99.09,9.88,83.44,871.0,12.0,0.0,0.0,2024-11-04 00:10:00,7,04:10
1554,0.11,0.54,0.42,54.12,0.26,114.8,10.14,83.64,871.0,12.0,0.0,0.0,2024-11-04 00:10:00,7,04:20
1555,0.19,0.46,0.48,54.45,0.05,198.07,10.39,82.08,871.0,12.0,0.0,0.0,2024-11-04 00:10:00,7,04:30
1556,0.13,0.44,0.64,57.43,0.56,217.31,10.66,80.11,871.0,12.0,0.0,0.0,2024-11-04 00:10:00,7,04:40
1557,0.23,0.5,0.52,51.72,0.0,227.8,10.68,79.0,871.0,12.0,0.0,0.0,2024-11-04 00:10:00,7,04:50
1558,0.24,0.66,0.52,51.63,0.0,230.43,10.72,77.9,871.0,12.0,0.0,0.0,2024-11-04 00:10:00,7,05:00
1559,0.22,0.54,0.58,53.19,0.0,231.21,10.76,77.25,871.0,12.0,0.0,0.0,2024-11-04 00:10:00,7,05:10
1560,0.28,0.4,0.48,58.86,1.54,279.53,11.05,76.66,871.0,12.0,0.0,0.0,2024-11-04 00:10:00,7,05:20
1561,0.35,0.13,0.23,62.88,1.85,308.53,11.07,74.91,871.0,12.0,0.0,0.0,2024-11-04 00:10:00,7,05:30
1562,0.26,0.21,0.15,64.93,0.82,320.78,11.1,73.14,871.01,12.0,0.0,0.0,2024-11-04 00:10:00,7,05:40
1563,0.3,0.23,0.26,60.42,0.78,308.07,11.38,72.61,871.13,11.99,0.0,0.0,2024-11-04 00:10:00,7,05:50
1564,0.19,0.44,0.45,49.54,0.02,359.78,10.9,73.82,871.05,11.9,0.0,0.0,2024-11-04 00:10:00,7,06:00
1565,0.14,0.5,0.38,51.55,0.01,344.58,10.88,74.62,871.02,11.92,0.0,0.0,2024-11-04 00:10:00,7,06:10
1566,0.25,0.59,0.39,51.15,0.53,309.77,11.32,75.28,871.09,11.74,0.0,0.0,2024-11-04 00:10:00,7,06:20
1567,0.23,0.19,0.21,62.99,1.8,306.6,10.93,74.54,872.0,12.0,0.0,0.0,2024-11-04 00:10:00,7,06:30
1568,0.19,0.18,0.31,63.89,1.86,320.76,10.9,73.14,872.0,12.5,0.0,0.0,2024-11-04 00:10:00,7,06:40
1569,0.26,0.36,0.81,64.68,1.88,319.01,11.01,72.05,872.0,14.68,0.0,0.0,2024-11-04 00:10:00,7,06:50
1570,0.26,0.15,0.41,64.1,0.3,333.73,10.88,72.64,872.0,18.25,0.0,0.0,2024-11-04 00:10:00,7,07:00
1571,0.16,0.24,0.7,54.93,0.02,319.77,10.97,73.14,872.0,24.16,0.0,0.0,2024-11-04 00:10:00,7,07:10
1572,0.15,0.68,3.21,51.18,0.0,348.84,11.74,72.52,872.0,28.8,0.0,0.0,2024-11-04 00:10:00,7,07:20
1573,0.1,0.65,4.26,48.29,0.0,108.08,12.2,72.71,872.0,32.82,0.0,0.0,2024-11-04 00:10:00,7,07:30
1574,0.15,0.5,0.48,47.24,0.0,358.55,12.82,72.9,872.0,39.1,0.0,0.0,2024-11-04 00:10:00,7,07:40
1575,0.2,0.31,1.17,59.33,1.57,315.18,12.88,71.92,872.01,43.78,0.0,0.0,2024-11-04 00:10:00,7,07:50
1576,0.18,0.23,0.82,64.49,1.88,311.14,12.77,69.36,872.65,48.54,0.0,0.0,2024-11-04 00:10:00,7,08:00
1577,0.26,0.75,1.22,62.97,1.69,298.48,12.83,69.07,873.0,51.76,0.0,0.0,2024-11-04 00:10:00,7,08:10
1578,0.3,0.52,0.83,61.11,0.71,304.86,13.25,70.0,873.0,55.04,0.0,0.0,2024-11-04 00:10:00,7,08:20
1579,0.07,0.31,0.67,62.67,0.0,294.35,13.99,67.83,873.0,57.24,0.0,0.0,2024-11-04 00:10:00,7,08:30
1580,0.18,0.27,1.36,67.67,0.0,285.0,14.18,67.0,873.0,66.39,0.0,0.0,2024-11-04 00:10:00,7,08:40
1581,0.31,0.26,0.56,70.5,0.0,284.23,14.06,65.9,873.0,65.25,0.0,0.0,2024-11-04 00:10:00,7,08:50
1582,0.24,0.33,0.7,65.88,0.38,280.52,13.99,66.21,873.0,77.46,0.0,0.0,2024-11-04 00:10:00,7,09:00
1583,0.32,3.65,7.96,61.0,1.79,291.7,13.82,64.24,873.0,304.42,0.0,0.0,2024-11-04 00:10:00,7,09:10
1584,0.44,0.62,2.26,66.43,2.3,277.62,13.43,64.18,873.0,424.14,0.0,0.0,2024-11-04 00:10:00,7,09:20
1585,0.36,0.41,2.18,70.73,2.34,284.98,13.5,64.25,873.0,448.7,0.0,0.0,2024-11-04 00:10:00,7,09:30
1586,0.38,0.61,3.52,73.24,1.81,293.07,13.9,64.39,873.04,414.84,0.0,0.0,2024-11-04 00:10:00,7,09:40
1587,0.31,0.48,3.38,71.61,1.84,274.17,13.86,64.23,873.01,330.94,0.0,0.0,2024-11-04 00:10:00,7,09:50
1588,0.35,0.53,3.19,66.29,1.57,301.4,14.21,65.52,873.0,80.35,0.0,0.0,2024-11-04 00:10:00,7,10:00
1589,0.4,1.1,6.04,60.61,1.02,283.14,15.0,65.95,873.11,92.98,0.0,0.0,2024-11-04 00:10:00,7,10:10
1590,0.39,1.21,6.5,59.98,0.96,228.03,15.67,63.77,873.81,179.78,0.0,0.0,2024-11-04 00:10:00,7,10:20
1591,0.42,1.26,5.25,61.19,1.41,274.33,15.55,61.54,874.0,280.21,0.0,0.0,2024-11-04 00:10:00,7,10:30
1592,0.48,0.87,5.61,59.9,1.25,270.37,15.0,63.55,874.0,314.01,0.0,0.0,2024-11-04 00:10:00,7,10:40
1593,0.42,0.84,4.72,61.84,0.86,266.21,16.05,59.42,874.0,464.11,0.0,0.0,2024-11-04 00:10:00,7,10:50
1594,0.46,0.72,3.47,64.67,1.17,226.36,16.81,54.83,874.0,561.41,0.0,0.0,2024-11-04 00:10:00,7,11:00
1595,0.46,0.63,3.21,64.28,1.88,291.47,16.44,55.5,874.0,609.75,0.0,0.0,2024-11-04 00:10:00,7,11:10
