,SO2,NO,NO2,O3,VEL,DIR,TEM,HUM,PRE,RAD,LLU,PM10,date,estacion,hora
998,-8.58,0.09,1.45,72.73,3.7,139.0,15.1,72.0,939.0,2.0,0.0,0.0,2024-11-04 00:10:00,5,04:20
999,-8.54,0.11,1.6,72.28,3.9,144.0,15.1,72.0,939.0,2.0,0.0,0.0,2024-11-04 00:10:00,5,04:30
1000,-8.43,0.12,1.55,71.55,3.8,139.0,15.0,72.0,939.0,2.0,0.0,0.0,2024-11-04 00:10:00,5,04:40
1001,-8.39,0.11,1.57,72.03,4.0,138.0,15.0,72.0,939.0,2.0,0.0,0.0,2024-11-04 00:10:00,5,04:50
1002,-8.45,0.18,1.49,72.42,4.2,141.0,15.0,72.0,939.0,2.0,0.0,0.0,2024-11-04 00:10:00,5,05:00
1003,-8.44,0.12,1.48,72.31,4.1,141.0,15.1,72.0,939.0,2.0,0.0,0.0,2024-11-04 00:10:00,5,05:10
1004,-8.44,0.15,1.44,70.69,4.1,142.0,15.1,72.0,939.0,2.0,0.0,0.0,2024-11-04 00:10:00,5,05:20
1005,-8.48,0.16,1.47,72.03,3.9,143.0,15.1,72.0,939.0,2.0,0.0,0.0,2024-11-04 00:10:00,5,05:30
1006,-8.5,0.11,1.48,72.07,3.9,139.0,15.1,72.0,939.0,2.0,0.0,0.0,2024-11-04 00:10:00,5,05:40
1007,-8.52,0.11,1.44,71.63,3.7,139.0,15.2,72.0,939.0,2.0,0.0,0.0,2024-11-04 00:10:00,5,05:50
1008,-8.41,0.1,1.41,71.18,3.6,140.0,15.3,71.0,939.0,2.0,0.0,0.0,2024-11-04 00:10:00,5,06:00
1009,-8.39,0.08,1.44,72.03,3.7,140.0,15.3,71.0,939.0,2.0,0.0,0.0,2024-11-04 00:10:00,5,06:10
1010,-8.46,0.11,1.43,71.01,3.7,142.0,15.3,71.0,939.0,2.0,0.0,0.0,2024-11-04 00:10:00,5,06:20
1011,-8.41,0.11,1.42,72.44,3.3,143.0,15.2,71.0,939.0,2.0,0.0,0.0,2024-11-04 00:10:00,5,06:30
1012,-8.49,0.11,1.39,71.63,3.6,154.0,15.4,71.0,939.0,2.0,0.0,0.0,2024-11-04 00:10:00,5,06:40
1013,-8.57,0.14,1.36,72.55,3.5,154.0,15.6,71.0,939.0,2.0,0.0,0.0,2024-11-04 00:10:00,5,06:50
1014,-8.51,0.11,1.38,71.51,3.4,151.0,15.5,71.0,939.0,2.0,0.0,0.0,2024-11-04 00:10:00,5,07:00
1015,-8.45,0.12,1.29,71.9,3.3,151.0,15.6,71.0,939.0,3.0,0.0,0.0,2024-11-04 00:10:00,5,07:10
1016,-8.44,0.11,1.38,71.55,3.1,153.0,15.7,70.0,939.0,4.0,0.0,0.0,2024-11-04 00:10:00,5,07:20
1017,-8.41,0.12,1.3,72.97,3.3,148.0,15.9,70.0,939.0,6.0,0.0,0.0,2024-11-04 00:10:00,5,07:30
1018,-8.39,0.16,1.33,71.92,3.4,145.0,15.7,70.0,939.0,13.0,0.0,0.0,2024-11-04 00:10:00,5,07:40
1019,-8.4,0.11,1.27,73.02,3.3,153.0,15.8,70.0,939.0,20.0,0.0,0.0,2024-11-04 00:10:00,5,07:50
1020,-8.41,0.15,1.32,72.84,3.3,158.0,15.9,69.0,940.0,30.0,0.0,0.0,2024-11-04 00:10:00,5,08:00
1021,-8.49,0.54,3.21,72.66,3.3,160.0,16.1,68.0,940.0,41.0,0.0,0.0,2024-11-04 00:10:00,5,08:10
1022,-8.51,0.15,1.31,73.43,3.3,155.0,16.1,68.0,940.0,51.0,0.0,0.0,2024-11-04 00:10:00,5,08:20
1023,-8.49,0.16,1.33,74.34,3.4,152.0,16.2,68.0,940.0,70.0,0.0,0.0,2024-11-04 00:10:00,5,08:30
1024,-8.48,0.15,1.22,74.69,3.1,149.0,16.3,67.0,940.0,103.0,0.0,0.0,2024-11-04 00:10:00,5,08:40
1025,-8.43,0.13,1.26,74.05,3.2,147.0,16.6,66.0,940.0,152.0,0.0,0.0,2024-11-04 00:10:00,5,08:50
1026,-8.47,0.13,1.16,74.12,3.1,150.0,16.9,65.0,940.0,158.0,0.0,0.0,2024-11-04 00:10:00,5,09:00
1027,-8.56,0.13,1.2,73.18,3.3,157.0,16.9,63.0,940.0,153.0,0.0,0.0,2024-11-04 00:10:00,5,09:10
1028,-8.47,0.51,2.31,74.41,3.4,167.0,17.2,62.0,940.0,215.0,0.0,0.0,2024-11-04 00:10:00,5,09:20
1029,-8.33,0.21,1.39,71.02,3.5,162.0,16.8,62.0,940.0,171.0,0.0,0.0,2024-11-04 00:10:00,5,09:30
1030,-8.33,0.2,1.38,69.48,3.5,156.0,16.3,65.0,940.0,120.0,0.0,0.0,2024-11-04 00:10:00,5,09:40
1031,-8.45,0.19,1.28,72.17,3.3,164.0,16.2,67.0,940.0,143.0,0.0,0.0,2024-11-04 00:10:00,5,09:50
1032,-8.49,0.16,1.37,71.5,3.8,172.0,16.2,67.0,940.0,161.0,0.0,0.0,2024-11-04 00:10:00,5,10:00
1033,-8.5,0.18,1.42,71.0,3.4,178.0,16.2,68.0,940.0,174.0,0.0,0.0,2024-11-04 00:10:00,5,10:10
1034,-8.46,0.36,1.97,71.03,3.8,183.0,16.2,69.0,940.0,170.0,0.0,0.0,2024-11-04 00:10:00,5,10:20
1035,-8.43,0.25,1.67,68.3,4.2,179.0,16.0,70.0,941.0,171.0,0.0,0.0,2024-11-04 00:10:00,5,10:30
1036,-8.42,1.9,4.48,66.21,4.5,197.0,15.9,71.0,941.0,180.0,0.0,0.0,2024-11-04 00:10:00,5,10:40
1037,-8.46,1.3,4.91,65.89,4.8,194.0,15.8,72.0,941.0,153.0,0.0,0.0,2024-11-04 00:10:00,5,10:50
1038,-8.41,0.22,1.88,64.98,4.2,159.0,15.2,74.0,941.0,131.0,0.0,0.0,2024-11-04 00:10:00,5,11:00
1039,-8.41,0.67,3.64,62.64,4.6,158.0,14.7,77.0,941.0,94.0,0.0,0.0,2024-11-04 00:10:00,5,11:10
1040,-8.43,0.3,2.97,62.05,3.8,159.0,14.2,82.0,941.0,112.0,0.0,0.0,2024-11-04 00:10:00,5,11:20
1041,-8.41,0.36,3.11,61.59,4.4,159.0,14.0,85.0,940.0,161.0,0.0,0.0,2024-11-04 00:10:00,5,11:30
1042,-8.34,1.06,5.55,57.39,4.2,174.0,14.1,86.0,940.0,148.0,0.0,0.0,2024-11-04 00:10:00,5,11:40
1043,-8.05,1.5,9.76,55.7,5.2,180.0,13.6,89.0,941.0,107.0,0.0,0.0,2024-11-04 00:10:00,5,11:50
1044,-7.68,0.98,9.39,54.16,4.5,165.0,13.1,96.0,940.0,108.0,0.1,0.0,2024-11-04 00:10:00,5,12:00
1045,-7.82,0.71,6.65,60.03,4.5,156.0,13.0,100.0,940.0,197.0,0.1,0.0,2024-11-04 00:10:00,5,12:10
1046,-8.14,0.35,2.83,66.49,4.5,153.0,13.6,100.0,940.0,220.0,0.0,0.0,2024-11-04 00:10:00,5,12:20
1047,-8.36,0.22,1.7,67.17,4.4,145.0,14.2,100.0,940.0,215.0,0.0,0.0,2024-11-04 00:10:00,5,12:30
1048,-8.29,0.16,1.32,67.18,4.7,140.0,14.2,100.0,939.0,196.0,0.0,0.0,2024-11-04 00:10:00,5,12:40
1049,-8.4,0.16,1.24,66.84,4.3,148.0,14.1,100.0,939.0,132.0,0.0,0.0,2024-11-04 00:10:00,5,12:50
1050,-8.52,0.19,1.21,68.4,4.7,152.0,13.8,100.0,939.0,122.0,0.2,0.0,2024-11-04 00:10:00,5,13:00
1051,-8.55,0.18,1.34,66.88,4.3,154.0,13.5,100.0,939.0,139.0,0.2,0.0,2024-11-04 00:10:00,5,13:10
1052,-8.5,0.2,1.35,66.23,4.3,158.0,13.5,100.0,939.0,156.0,0.1,0.0,2024-11-04 00:10:00,5,13:20
1053,-8.51,0.4,2.21,65.97,4.6,165.0,13.4,100.0,939.0,147.0,0.0,0.0,2024-11-04 00:10:00,5,13:30
1054,-8.54,0.56,3.54,64.97,4.0,164.0,13.4,100.0,939.0,117.0,0.0,0.0,2024-11-04 00:10:00,5,13:40
1055,-8.44,0.21,2.07,65.07,4.2,157.0,13.4,100.0,939.0,107.0,0.0,0.0,2024-11-04 00:10:00,5,13:50
1056,-8.41,0.28,2.22,63.8,4.5,154.0,13.5,100.0,939.0,112.0,0.0,0.0,2024-11-04 00:10:00,5,14:00
1057,-8.49,0.41,2.42,63.95,4.7,149.0,13.5,100.0,939.0,110.0,0.1,0.0,2024-11-04 00:10:00,5,14:10
1058,-8.65,0.42,2.3,63.96,4.9,139.0,13.4,100.0,939.0,129.0,0.1,0.0,2024-11-04 00:10:00,5,14:20
1059,-8.7,0.63,2.87,64.08,5.1,144.0,13.3,100.0,939.0,129.0,0.1,0.0,2024-11-04 00:10:00,5,14:30
1060,-8.46,0.14,1.6,63.39,5.0,144.0,13.1,100.0,939.0,116.0,0.0,0.0,2024-11-04 00:10:00,5,14:40
1061,-8.46,0.2,1.82,61.91,5.1,139.0,13.0,100.0,939.0,89.0,0.1,0.0,2024-11-04 00:10:00,5,14:50
1062,-8.51,0.18,1.71,61.15,5.6,139.0,12.9,100.0,939.0,100.0,0.1,0.0,2024-11-04 00:10:00,5,15:00
1063,-8.54,0.18,1.61,62.96,5.3,148.0,12.9,100.0,939.0,104.0,0.0,0.0,2024-11-04 00:10:00,5,15:10
1064,-8.56,0.18,1.64,61.96,5.0,144.0,13.0,100.0,939.0,128.0,0.0,0.0,2024-11-04 00:10:00,5,15:20
1065,-8.52,0.15,1.47,64.35,4.6,145.0,13.2,100.0,939.0,91.0,0.0,0.0,2024-11-04 00:10:00,5,15:30
1066,-8.53,0.19,1.69,65.3,4.4,145.0,13.4,100.0,939.0,64.0,0.0,0.0,2024-11-04 00:10:00,5,15:40
1067,-8.57,0.14,1.6,65.0,4.1,154.0,13.6,100.0,939.0,61.0,0.0,0.0,2024-11-04 00:10:00,5,15:50
1068,-8.49,0.17,1.74,65.29,4.1,160.0,13.9,100.0,939.0,74.0,0.0,0.0,2024-11-04 00:10:00,5,16:00
1069,-8.45,0.17,1.96,61.17,4.1,155.0,13.8,100.0,939.0,46.0,0.0,0.0,2024-11-04 00:10:00,5,16:10
1070,-8.4,0.21,2.14,61.61,4.2,155.0,13.6,100.0,939.0,53.0,0.0,0.0,2024-11-04 00:10:00,5,16:20
1071,-8.31,0.18,2.61,59.51,4.2,152.0,13.4,100.0,939.0,66.0,0.1,0.0,2024-11-04 00:10:00,5,16:30
1072,-8.24,0.17,2.45,59.43,3.8,148.0,13.3,100.0,939.0,49.0,0.0,0.0,2024-11-04 00:10:00,5,16:40
1073,-8.24,0.14,2.06,60.93,4.1,147.0,13.5,100.0,939.0,47.0,0.0,0.0,2024-11-04 00:10:00,5,16:50
1074,-8.26,0.15,2.14,60.13,4.7,148.0,13.6,100.0,939.0,41.0,0.0,0.0,2024-11-04 00:10:00,5,17:00
1075,-8.24,0.14,2.18,60.81,4.8,152.0,13.8,100.0,939.0,32.0,0.0,0.0,2024-11-04 00:10:00,5,17:10
1076,-8.08,0.12,2.28,58.87,4.7,148.0,13.8,100.0,939.0,19.0,0.0,0.0,2024-11-04 00:10:00,5,17:20
1077,-8.11,0.14,2.24,59.81,4.3,154.0,13.8,100.0,939.0,8.0,0.0,0.0,2024-11-04 00:10:00,5,17:30
1078,-8.17,0.12,2.53,58.53,4.0,160.0,13.8,100.0,939.0,3.0,0.0,0.0,2024-11-04 00:10:00,5,17:40
1079,-8.04,0.14,2.59,57.43,4.2,172.0,13.8,100.0,939.0,2.0,0.0,0.0,2024-11-04 00:10:00,5,17:50
1080,-8.14,0.12,2.65,57.39,4.3,177.0,13.9,100.0,939.0,2.0,0.0,0.0,2024-11-04 00:10:00,5,18:00
1081,-8.14,0.11,2.88,55.63,4.4,184.0,13.9,100.0,939.0,2.0,0.0,0.0,2024-11-04 00:10:00,5,18:10
1082,-8.06,0.13,2.95,55.25,4.6,195.0,13.8,100.0,939.0,2.0,0.0,0.0,2024-11-04 00:10:00,5,18:20
1083,-8.11,0.14,3.59,54.32,5.7,205.0,13.8,100.0,939.0,2.0,0.0,0.0,2024-11-04 00:10:00,5,18:30
1084,-8.16,0.13,3.8,56.84,6.3,213.0,13.9,100.0,939.0,2.0,0.0,0.0,2024-11-04 00:10:00,5,18:40
1085,-8.24,0.15,4.08,56.38,6.1,207.0,13.9,100.0,939.0,2.0,0.0,0.0,2024-11-04 00:10:00,5,18:50
1086,-8.27,0.15,4.52,55.85,7.2,211.0,13.8,100.0,939.0,2.0,0.0,0.0,2024-11-04 00:10:00,5,19:00
1087,-8.17,0.14,5.17,56.04,7.3,214.0,13.5,100.0,939.0,2.0,0.0,0.0,2024-11-04 00:10:00,5,19:10
1088,-8.19,0.11,5.64,55.87,7.2,217.0,13.6,100.0,939.0,2.0,0.1,0.0,2024-11-04 00:10:00,5,19:20
1089,-8.23,0.16,4.28,57.92,7.4,217.0,13.6,100.0,939.0,2.0,0.0,0.0,2024-11-04 00:10:00,5,19:30
1090,-8.29,0.17,3.46,62.24,8.9,204.0,13.6,100.0,939.0,2.0,0.0,0.0,2024-11-04 00:10:00,5,19:40
1091,-8.43,0.14,3.38,60.65,7.6,193.0,13.6,100.0,939.0,2.0,0.0,0.0,2024-11-04 00:10:00,5,19:50
1092,-8.43,0.15,3.94,58.61,7.8,193.0,13.7,100.0,939.0,2.0,0.0,0.0,2024-11-04 00:10:00,5,20:00
1093,-8.44,0.18,5.3,57.64,7.2,193.0,13.6,100.0,939.0,2.0,0.0,0.0,2024-11-04 00:10:00,5,20:10
1094,-8.32,0.15,5.99,57.08,7.0,194.0,13.6,100.0,939.0,2.0,0.0,0.0,2024-11-04 00:10:00,5,20:20
1095,-8.3,0.14,6.16,56.42,6.6,194.0,13.5,100.0,939.0,2.0,0.0,0.0,2024-11-04 00:10:00,5,20:30
1096,-8.37,0.15,6.07,55.96,6.6,194.0,13.6,100.0,940.0,2.0,0.0,0.0,2024-11-04 00:10:00,5,20:40
1097,-8.28,0.14,5.48,57.35,6.7,197.0,13.7,100.0,940.0,2.0,0.0,0.0,2024-11-04 00:10:00,5,20:50
1098,-8.34,0.1,4.97,57.57,6.4,198.0,13.7,100.0,940.0,2.0,0.0,0.0,2024-11-04 00:10:00,5,21:00
1099,-8.35,0.17,5.14,57.25,5.7,193.0,13.7,100.0,940.0,2.0,0.0,0.0,2024-11-04 00:10:00,5,21:10
1100,-8.29,0.12,5.35,56.59,5.2,188.0,13.6,100.0,940.0,3.0,0.0,0.0,2024-11-04 00:10:00,5,21:20
1101,-8.27,0.14,5.19,56.32,5.5,186.0,13.6,100.0,940.0,2.0,0.0,0.0,2024-11-04 00:10:00,5,21:30
1102,-8.25,0.14,5.45,56.99,5.9,193.0,13.7,100.0,940.0,2.0,0.0,0.0,2024-11-04 00:10:00,5,21:40
1103,-8.27,0.1,5.03,58.55,6.6,203.0,13.8,100.0,940.0,2.0,0.0,0.0,2024-11-04 00:10:00,5,21:50
1104,-8.34,0.17,4.47,58.34,7.0,204.0,13.9,100.0,940.0,2.0,0.0,0.0,2024-11-04 00:10:00,5,22:00
1105,-8.36,0.14,4.16,58.29,5.7,210.0,13.8,100.0,940.0,2.0,0.8,0.0,2024-11-04 00:10:00,5,22:10
1106,-8.27,0.13,3.75,58.4,7.0,216.0,13.4,100.0,940.0,2.0,2.1,0.0,2024-11-04 00:10:00,5,22:20
1107,-8.33,0.13,3.16,58.27,6.4,220.0,13.3,100.0,940.0,3.0,2.1,0.0,2024-11-04 00:10:00,5,22:30
1108,-8.42,0.13,3.49,56.92,6.9,207.0,13.2,100.0,940.0,2.0,0.3,0.0,2024-11-04 00:10:00,5,22:40
1109,-8.47,0.18,4.19,56.16,7.2,208.0,13.3,100.0,940.0,2.0,0.1,0.0,2024-11-04 00:10:00,5,22:50
1110,-8.49,0.16,4.06,56.61,6.2,212.0,13.4,100.0,940.0,2.0,0.1,0.0,2024-11-04 00:10:00,5,23:00
1111,,,,,,,,,,,,,2024-11-04 00:10:00,5,
1112,0.67,0.08,2.16,73.21,2.14,177.0,14.06,82.0,955.0,2.0,0.0,10.27,2024-11-04 00:10:00,16,00:10
1113,0.91,0.07,2.29,69.93,1.96,177.0,13.95,82.0,955.0,2.0,0.0,10.37,2024-11-04 00:10:00,16,00:20
1114,0.9,0.06,2.43,69.92,0.0,191.0,13.67,83.0,955.0,2.0,0.0,10.35,2024-11-04 00:10:00,16,00:30
1115,0.89,0.04,2.4,70.66,0.04,217.0,13.59,83.0,955.0,2.0,0.0,10.36,2024-11-04 00:10:00,16,00:40
1116,1.04,0.05,2.38,72.47,0.06,177.0,13.59,83.0,955.0,2.0,0.0,10.33,2024-11-04 00:10:00,16,00:50
1117,0.9,0.11,2.41,70.71,0.0,186.0,13.32,83.0,955.0,2.0,0.0,10.35,2024-11-04 00:10:00,16,01:00
1118,0.51,0.08,2.51,66.09,0.0,266.0,12.98,86.0,955.0,2.0,0.0,7.79,2024-11-04 00:10:00,16,01:10
1119,0.41,0.07,2.3,69.14,0.0,223.0,13.09,86.0,955.0,2.0,0.0,7.31,2024-11-04 00:10:00,16,01:20
1120,0.73,0.07,2.33,70.23,0.0,283.0,12.87,85.0,955.0,2.0,0.0,7.31,2024-11-04 00:10:00,16,01:30
1121,0.58,0.08,2.36,70.64,0.0,280.0,12.91,86.0,955.0,2.0,0.0,7.31,2024-11-04 00:10:00,16,01:40
1122,0.54,0.05,2.23,71.58,0.0,296.0,12.98,87.0,955.0,2.0,0.0,7.31,2024-11-04 00:10:00,16,01:50
1123,0.71,0.06,2.28,71.19,0.0,301.0,12.75,87.0,955.0,2.0,0.0,7.31,2024-11-04 00:10:00,16,02:00
1124,0.64,0.03,2.25,71.52,0.0,292.0,12.51,87.0,955.0,2.0,0.0,6.74,2024-11-04 00:10:00,16,02:10
1125,0.61,0.09,2.2,71.11,0.0,285.0,12.5,87.0,955.0,2.0,0.0,6.47,2024-11-04 00:10:00,16,02:20
1126,1.01,0.09,2.31,66.21,0.93,209.0,12.33,88.0,955.0,2.0,0.0,6.45,2024-11-04 00:10:00,16,02:30
1127,0.8,0.12,2.29,56.74,0.65,206.0,12.13,89.0,955.0,2.0,0.0,6.43,2024-11-04 00:10:00,16,02:40
1128,0.71,0.03,2.31,66.37,0.01,208.0,12.26,91.0,955.0,2.0,0.0,6.42,2024-11-04 00:10:00,16,02:50
1129,0.62,0.11,2.22,70.0,0.0,175.0,12.23,90.0,954.0,2.0,0.0,6.54,2024-11-04 00:10:00,16,03:00
1130,0.48,0.02,2.29,70.21,0.0,176.0,12.34,88.0,954.0,2.0,0.0,9.26,2024-11-04 00:10:00,16,03:10
1131,0.67,0.0,2.29,71.4,0.0,152.0,12.44,86.0,954.0,2.0,0.0,9.76,2024-11-04 00:10:00,16,03:20
1132,0.72,0.1,2.35,62.17,0.0,160.0,11.88,88.0,954.0,2.0,0.0,9.76,2024-11-04 00:10:00,16,03:30
1133,0.67,0.06,2.23,67.96,0.0,233.0,11.96,90.0,954.0,2.0,0.0,9.76,2024-11-04 00:10:00,16,03:40
1134,0.62,0.01,2.17,64.81,0.01,159.0,11.88,90.0,954.0,2.0,0.0,9.76,2024-11-04 00:10:00,16,03:50
1135,0.75,0.08,2.26,61.35,0.0,154.0,11.51,91.0,954.0,2.0,0.0,9.76,2024-11-04 00:10:00,16,04:00
1136,1.01,0.08,2.32,59.37,0.02,219.0,11.22,93.0,954.0,2.0,0.0,9.24,2024-11-04 00:10:00,16,04:10
1137,0.85,0.09,2.14,67.02,0.06,184.0,11.64,93.0,954.0,2.0,0.0,9.15,2024-11-04 00:10:00,16,04:20
1138,0.79,0.07,1.98,69.66,0.0,179.0,11.96,92.0,954.0,2.0,0.0,9.15,2024-11-04 00:10:00,16,04:30
1139,0.85,0.05,2.18,66.5,0.0,197.0,11.86,90.0,954.0,2.0,0.0,9.15,2024-11-04 00:10:00,16,04:40
1140,0.64,0.1,2.18,65.7,0.03,212.0,11.6,92.0,954.0,2.0,0.0,9.15,2024-11-04 00:10:00,16,04:50
1141,0.66,0.06,2.17,65.22,0.0,210.0,11.45,92.0,954.0,2.0,0.0,9.15,2024-11-04 00:10:00,16,05:00
1142,0.86,0.09,2.13,65.77,0.0,230.0,11.49,92.0,954.0,2.0,0.0,8.63,2024-11-04 00:10:00,16,05:10
1143,0.61,0.05,2.09,65.81,0.0,241.0,11.35,92.0,954.0,2.0,0.0,8.53,2024-11-04 00:10:00,16,05:20
1144,0.5,0.01,2.14,66.04,0.0,225.0,11.25,91.0,954.0,2.0,0.0,8.53,2024-11-04 00:10:00,16,05:30
1145,0.59,0.05,2.1,65.78,0.0,208.0,11.2,91.0,954.0,2.0,0.0,8.53,2024-11-04 00:10:00,16,05:40
1146,0.87,0.09,2.09,65.69,0.0,201.0,11.04,90.0,954.0,2.0,0.0,8.53,2024-11-04 00:10:00,16,05:50
1147,1.01,0.07,2.09,62.77,0.0,194.0,10.85,90.0,954.0,2.0,0.0,8.53,2024-11-04 00:10:00,16,06:00
1148,0.6,0.08,2.01,62.25,0.0,203.0,10.89,92.0,954.0,2.0,0.0,7.24,2024-11-04 00:10:00,16,06:10
1149,0.46,0.09,2.13,65.63,0.0,218.0,10.89,93.0,954.0,2.0,0.0,7.01,2024-11-04 00:10:00,16,06:20
1150,0.53,0.15,2.13,61.81,0.01,201.0,10.79,92.0,954.0,2.0,0.0,7.01,2024-11-04 00:10:00,16,06:30
1151,0.62,0.1,2.03,65.98,0.0,198.0,11.12,92.0,954.0,2.0,0.0,7.01,2024-11-04 00:10:00,16,06:40
1152,0.66,0.07,2.04,62.91,0.0,207.0,10.87,91.0,954.0,2.0,0.0,7.01,2024-11-04 00:10:00,16,06:50
1153,0.78,0.1,2.03,63.44,0.0,217.0,10.87,92.0,954.0,2.0,0.0,7.01,2024-11-04 00:10:00,16,07:00
1154,0.76,0.06,1.86,69.18,0.0,206.0,11.31,90.0,954.0,1.0,0.0,6.64,2024-11-04 00:10:00,16,07:10
1155,0.75,0.07,1.94,68.86,0.0,211.0,11.35,89.0,954.0,1.0,0.0,6.47,2024-11-04 00:10:00,16,07:20
1156,1.06,0.08,1.96,69.03,0.0,220.0,11.35,88.0,954.0,6.0,0.0,6.56,2024-11-04 00:10:00,16,07:30
1157,1.0,0.05,1.95,69.5,0.0,220.0,11.38,87.0,954.0,14.0,0.0,6.59,2024-11-04 00:10:00,16,07:40
1158,0.82,0.13,1.87,71.09,0.0,221.0,11.67,86.0,954.0,20.0,0.0,6.57,2024-11-04 00:10:00,16,07:50
1159,1.09,0.12,2.02,67.77,0.0,235.0,11.53,86.0,954.0,25.0,0.0,6.44,2024-11-04 00:10:00,16,08:00
1160,0.97,0.17,2.45,67.1,0.0,214.0,11.62,86.0,954.0,30.0,0.0,7.43,2024-11-04 00:10:00,16,08:10
1161,0.36,0.17,2.3,66.76,0.0,215.0,11.86,86.0,955.0,36.0,0.0,7.61,2024-11-04 00:10:00,16,08:20
1162,0.29,0.16,2.18,68.51,0.0,227.0,11.94,84.0,955.0,46.0,0.0,7.62,2024-11-04 00:10:00,16,08:30
1163,0.52,0.2,2.4,65.73,0.0,252.0,12.07,82.0,955.0,55.0,0.0,7.62,2024-11-04 00:10:00,16,08:40
1164,0.77,0.19,2.39,67.39,0.0,231.0,12.32,81.0,955.0,60.0,0.0,7.62,2024-11-04 00:10:00,16,08:50
1165,0.85,0.18,2.35,65.37,0.0,244.0,12.45,81.0,955.0,68.0,0.0,7.62,2024-11-04 00:10:00,16,09:00
1166,0.81,0.23,2.7,62.44,0.0,234.0,12.6,81.0,955.0,89.0,0.0,9.94,2024-11-04 00:10:00,16,09:10
1167,0.68,0.36,2.39,64.11,0.0,214.0,12.91,79.0,955.0,122.0,0.0,10.37,2024-11-04 00:10:00,16,09:20
1168,0.68,0.27,2.46,60.38,0.0,200.0,13.1,77.0,955.0,134.0,0.0,10.37,2024-11-04 00:10:00,16,09:30
1169,0.71,0.37,2.7,58.53,0.0,217.0,12.78,76.0,955.0,122.0,0.0,10.37,2024-11-04 00:10:00,16,09:40
1170,0.56,0.39,2.88,61.88,0.0,232.0,12.96,77.0,955.0,125.0,0.0,10.37,2024-11-04 00:10:00,16,09:50
1171,0.58,0.44,2.76,59.86,0.0,247.0,13.51,77.0,955.0,163.0,0.0,10.37,2024-11-04 00:10:00,16,10:00
1172,0.77,0.61,3.47,59.65,0.0,259.0,14.08,74.0,955.0,166.0,0.0,7.79,2024-11-04 00:10:00,16,10:10
1173,1.04,0.63,3.75,59.91,0.0,255.0,14.36,73.0,955.0,178.0,0.0,7.31,2024-11-04 00:10:00,16,10:20
1174,1.11,0.63,3.1,62.24,0.0,224.0,14.91,71.0,955.0,233.0,0.0,7.31,2024-11-04 00:10:00,16,10:30
1175,1.05,0.48,2.84,61.98,0.02,224.0,14.84,71.0,955.0,197.0,0.0,7.31,2024-11-04 00:10:00,16,10:40
1176,0.92,0.44,2.79,60.43,0.0,212.0,14.76,72.0,955.0,183.0,0.0,7.31,2024-11-04 00:10:00,16,10:50
1177,0.75,0.52,2.97,58.95,0.0,216.0,14.55,72.0,955.0,199.0,0.0,7.31,2024-11-04 00:10:00,16,11:00
1178,0.59,0.42,2.92,63.27,0.01,207.0,14.89,71.0,955.0,209.0,0.0,10.41,2024-11-04 00:10:00,16,11:10
1179,0.92,0.42,2.93,60.94,0.03,204.0,14.85,72.0,954.0,220.0,0.0,10.98,2024-11-04 00:10:00,16,11:20
1180,1.16,0.41,2.44,65.77,0.03,200.0,15.12,70.0,954.0,255.0,0.0,10.98,2024-11-04 00:10:00,16,11:30
1181,0.96,0.55,2.64,61.27,0.03,206.0,15.31,70.0,954.0,247.0,0.0,10.98,2024-11-04 00:10:00,16,11:40
1183,0.91,0.29,2.54,64.7,0.0,210.0,14.95,68.0,954.0,138.0,0.0,10.98,2024-11-04 00:10:00,16,12:00
1184,1.07,0.31,2.57,65.28,0.0,203.0,14.91,70.0,954.0,105.0,0.0,8.66,2024-11-04 00:10:00,16,12:10
1185,1.07,0.25,2.76,64.38,0.01,207.0,14.45,72.0,954.0,63.0,0.0,8.23,2024-11-04 00:10:00,16,12:20
1186,0.87,0.27,2.7,64.68,0.0,224.0,13.93,79.0,954.0,67.0,0.2,8.23,2024-11-04 00:10:00,16,12:30
1187,0.74,0.27,2.42,62.72,0.01,217.0,13.94,83.0,954.0,108.0,0.0,8.23,2024-11-04 00:10:00,16,12:40
1188,0.97,0.29,2.15,63.98,0.0,216.0,14.27,83.0,954.0,129.0,0.0,8.23,2024-11-04 00:10:00,16,12:50
1189,1.33,0.21,2.05,68.71,0.0,214.0,14.32,80.0,954.0,80.0,0.0,8.23,2024-11-04 00:10:00,16,13:00
1190,1.09,0.22,2.12,68.95,0.0,188.0,14.71,79.0,954.0,83.0,0.0,13.13,2024-11-04 00:10:00,16,13:10
1191,0.78,0.26,2.25,66.05,0.0,143.0,14.9,81.0,954.0,55.0,0.0,14.03,2024-11-04 00:10:00,16,13:20
1192,0.86,0.28,2.73,68.32,0.0,162.0,15.21,81.0,954.0,123.0,0.0,14.04,2024-11-04 00:10:00,16,13:30
1193,0.88,0.32,2.13,76.19,0.0,170.0,16.05,77.0,954.0,156.0,0.0,14.04,2024-11-04 00:10:00,16,13:40
1194,0.86,0.19,2.01,75.01,0.0,253.0,16.24,75.0,953.0,120.0,0.0,14.04,2024-11-04 00:10:00,16,13:50
1195,0.68,0.23,2.01,77.28,0.0,273.0,16.03,72.0,954.0,87.0,0.0,14.04,2024-11-04 00:10:00,16,14:00
1196,0.73,0.22,1.97,74.21,0.0,290.0,15.67,73.0,954.0,84.0,0.0,11.2,2024-11-04 00:10:00,16,14:10
